sira,kelime,artikel,cogul,genitiv_tekil,frekans,coklu_anlam_uyari
10872,Grütze,die,Grützen,Grütze,89,
10873,Spiegelung,die,Spiegelungen,Spiegelung,89,
10874,Flexibilität,die,-,Flexibilität,89,
10875,Englischlehrer,der,Englischlehrer,Englischlehrers,89,
10876,Abflussrohr,das,Abflussrohre,Abflussrohres,89,
10877,Sprengfalle,die,Sprengfallen,Sprengfalle,89,
10878,Notdienst,der,Notdienste,Notdienstes,89,
10879,Fahrbahn,die,Fahrbahnen,Fahrbahn,89,
10880,Kortex,der,-,Kortex,89,
10881,Nachahmung,die,Nachahmungen,Nachahmung,89,
10882,Unabhängigkeitserklärung,die,Unabhängigkeitserklärungen,Unabhängigkeitserklärung,89,
10883,Autobiografie,die,Autobiografien,Autobiografie,89,
10884,Yachthafen,der,Yachthäfen,Yachthafens,89,
10885,Telegraph,der,Telegraphen,Telegraphen,89,
10886,Nadir,der,-,Nadirs,89,
10887,Unhold,der,Unholde,Unholds,89,
10888,Haitianer,der,Haitianer,Haitianers,89,
10889,Stadthaus,das,Stadthäuser,Stadthauses,89,
10890,Tellerrand,der,Tellerränder,Tellerrandes,89,
10891,Fregatte,die,Fregatten,Fregatte,89,
10892,Laie,der,Laien,Laien,89,
10893,Kriegsgefangenenlager,das,Kriegsgefangenenlager,Kriegsgefangenenlagers,89,
10894,Regierungsgebäude,das,Regierungsgebäude,Regierungsgebäudes,89,
10895,Liberaler,der,-,-,88,
10896,Schwarzpulver,das,-,Schwarzpulvers,88,
10897,Raumkapsel,die,Raumkapseln,Raumkapsel,88,
10898,Badehaus,das,Badehäuser,Badehauses,88,
10899,Jogger,der,Jogger,Joggers,88,
10900,Happyend,das,Happyends,Happyends,88,
10901,Mordserie,die,Mordserien,Mordserie,88,
10902,Kaffeekanne,die,Kaffeekannen,Kaffeekanne,88,
10903,Mantra,das,-,Mantra,88,
10904,Akustik,die,Akustiken,Akustik,88,
10905,Schekel,der,Schekel,Schekels,88,
10906,Geschworenengericht,das,Geschworenengerichte,Geschworenengerichtes,88,
10907,Kanton,der,Kantone,Kantons,88,
10908,Piratenschiff,das,Piratenschiffe,Piratenschiffes,88,
10909,Kochkunst,die,Kochkünste,Kochkunst,88,
10910,Hochstaplerin,die,Hochstaplerinnen,Hochstaplerin,88,
10911,Schmerzensgeld,das,Schmerzensgelder,Schmerzensgeldes,88,
10912,Küchenmesser,das,Küchenmesser,Küchenmessers,88,
10913,Mohr,der,Mohren,Mohren,88,
10914,Kurzgeschichte,die,Kurzgeschichten,Kurzgeschichte,88,
10915,Metropole,die,Metropolen,Metropole,88,
10916,Presseausweis,der,Presseausweise,Presseausweises,88,
10917,Medizinschrank,der,Medizinschränke,Medizinschranks,88,
10918,Entlastung,die,Entlastungen,Entlastung,88,
10919,Inserat,das,Inserate,Inserates,88,
10920,Clou,der,Clous,Clous,88,
10921,Sinfonie,die,Sinfonien,Sinfonie,88,
10922,Frömmigkeit,die,-,Frömmigkeit,88,
10923,Gestrüpp,das,Gestrüppe,Gestrüpps,88,
10924,Jagdhund,der,Jagdhunde,Jagdhundes,88,
10925,Mitläufer,der,Mitläufer,Mitläufers,88,
10926,Geburtstagstorte,die,Geburtstagstorten,Geburtstagstorte,88,
10927,Vertreterin,die,Vertreterinnen,Vertreterin,88,
10928,Patin,die,Patinnen,Patin,88,
10929,Schrapnell,das,-,Schrapnells,88,
10930,Botanik,die,-,Botanik,88,
10931,Aschenbrödel,das,Aschenbrödel,Aschenbrödels,88,
10932,Glühwein,der,Glühweine,Glühweines,88,
10933,Kreißsaal,der,Kreißsäle,Kreißsaales,88,
10934,Delegierte,die,-,-,88,
10935,Haaransatz,der,Haaransätze,Haaransatzes,88,
10936,Förderer,der,Förderer,Förderers,88,
10937,Halter,der,Halter,Halters,88,
10938,Begrenzung,die,Begrenzungen,Begrenzung,88,
10939,Seepferdchen,das,Seepferdchen,Seepferdchens,88,
10940,Softie,der,Softies,Softies,88,
10941,Nachzügler,der,Nachzügler,Nachzüglers,88,
10942,Panzerfaust,die,Panzerfäuste,Panzerfaust,88,
10943,Naturkatastrophe,die,Naturkatastrophen,Naturkatastrophe,88,
10944,Konditorei,die,Konditoreien,Konditorei,88,
10945,Griesgram,der,Griesgrame,Griesgrams,88,
10946,Orang-Utan,der,Orang-Utans,Orang-Utans,88,
10947,Artist,der,Artisten,Artisten,88,
10948,Verantwortlichkeit,die,Verantwortlichkeiten,Verantwortlichkeit,88,
10949,Dienstweg,der,Dienstwege,Dienstwegs,88,
10950,Argentinier,der,Argentinier,Argentiniers,88,
10951,Nebenraum,der,Nebenräume,Nebenraums,88,
10952,Finesse,die,Finessen,Finesse,88,
10953,Nebenprodukt,das,Nebenprodukte,Nebenproduktes,88,
10954,Stummer,der,-,-,88,
10955,Regentropfen,der,Regentropfen,Regentropfens,88,
10956,Doppelagentin,die,Doppelagentinnen,Doppelagentin,88,
10957,Raffinesse,die,Raffinessen,Raffinesse,88,
10958,Schwedin,die,Schwedinnen,Schwedin,88,
10959,Geisteskranker,der,-,-,88,
10960,Zusammenschluss,der,Zusammenschlüsse,Zusammenschlusses,88,
10961,Bewilligung,die,Bewilligungen,Bewilligung,88,
10962,Abhilfe,die,Abhilfen,Abhilfe,87,
10963,Anbieter,der,Anbieter,Anbieters,87,
10964,Pax,die,-,Pax,87,"EVET - iki farkli cinsiyeti var, kontrol et"
10965,Stachelschwein,das,Stachelschweine,Stachelschweins,87,
10966,Unterholz,das,Unterhölzer,Unterholzes,87,
10967,Falschspieler,der,Falschspieler,Falschspielers,87,
10968,Inland,das,-,Inlands,87,
10969,Familienangehörige,die,-,-,87,
10970,Lieblingsgericht,das,Lieblingsgerichte,Lieblingsgerichtes,87,
10971,Süßigkeit,die,Süßigkeiten,Süßigkeit,87,
10972,Deodorant,das,-,Deodorants,87,
10973,Ammenmärchen,das,Ammenmärchen,Ammenmärchens,87,
10974,Kugelhagel,der,Kugelhagel,Kugelhagels,87,
10975,Ambrosia,die,Ambrosien,Ambrosia,87,
10976,Gabelstapler,der,Gabelstapler,Gabelstaplers,87,
10977,Fahrstil,der,Fahrstile,Fahrstils,87,
10978,Gewürz,das,Gewürze,Gewürzes,87,
10979,Kolibri,der,Kolibris,Kolibris,87,
10980,Arbeitsgruppe,die,Arbeitsgruppen,Arbeitsgruppe,87,
10981,Elbe,die,-,Elbe,87,"EVET - iki farkli cinsiyeti var, kontrol et"
10982,Schulausflug,der,Schulausflüge,Schulausfluges,87,
10983,Tetanus,der,-,Tetanus,87,
10984,Anrichte,die,Anrichten,Anrichte,87,
10985,Frontlinie,die,Frontlinien,Frontlinie,87,
10986,Spendengala,die,Spendengalas,Spendengala,87,
10987,Silicon,das,Silicone,Silicons,87,
10988,Türklinke,die,Türklinken,Türklinke,87,
10989,Irreführung,die,Irreführungen,Irreführung,87,
10990,Kontaktlinse,die,Kontaktlinsen,Kontaktlinse,87,
10991,Fabel,die,Fabeln,Fabel,87,
10992,Vogt,der,Vögte,Vogts,87,
10993,Gesundheitsministerium,das,Gesundheitsministerien,Gesundheitsministeriums,87,
10994,Editor,der,Editoren,Editors,87,
10995,Kosmetikerin,die,Kosmetikerinnen,Kosmetikerin,87,
10996,Stasis,die,Stasen,Stasis,87,
10997,Moskito,der,Moskitos,Moskitos,87,
10998,Kontra,das,Kontras,Kontras,87,
10999,Eskalation,die,Eskalationen,Eskalation,87,
11000,Stinkefinger,der,Stinkefinger,Stinkefingers,87,
11001,Fachbereich,der,Fachbereiche,Fachbereiches,87,
11002,Lineal,das,Lineale,Lineals,87,
11003,Morgenröte,die,-,Morgenröte,87,
11004,Vortag,der,Vortage,Vortags,87,
11005,Sesam,der,Sesams,Sesams,87,
11006,Wichtel,der,Wichtel,Wichtels,87,
11007,Sauerstoffsättigung,die,Sauerstoffsättigungen,Sauerstoffsättigung,87,
11008,Kleiderordnung,die,Kleiderordnungen,Kleiderordnung,87,
11009,Stereo,das,Stereos,Stereos,87,
11010,Meißel,der,Meißel,Meißels,87,
11011,Kriegsherr,der,Kriegsherren,Kriegsherrn,87,
11012,Numero,das,Numeros,Numeros,87,
11013,Maharadscha,der,Maharadschas,Maharadschas,87,
11014,Eisenhut,der,Eisenhüte,Eisenhuts,87,
11015,Anregung,die,Anregungen,Anregung,87,
11016,Hirnblutung,die,Hirnblutungen,Hirnblutung,87,
11017,Comedian,der,Comedians,Comedians,87,"EVET - iki farkli cinsiyeti var, kontrol et"
11018,Östrogen,das,Östrogene,Östrogens,87,
11019,Verwundung,die,Verwundungen,Verwundung,87,
11020,Grabmal,das,-,Grabmals,87,
11021,Zweitschlüssel,der,Zweitschlüssel,Zweitschlüssels,87,
11022,Abkühlung,die,Abkühlungen,Abkühlung,87,
11023,Enthaltsamkeit,die,-,Enthaltsamkeit,87,
11024,Zwist,der,Zwiste,Zwistes,87,
11025,Dreifaltigkeit,die,-,Dreifaltigkeit,87,
11026,Babu,der,Babus,Babus,87,
11027,Fuchtel,die,Fuchteln,Fuchtel,87,
11028,Gegenwehr,die,Gegenwehren,Gegenwehr,87,
11029,Faxe,die,Faxen,Faxe,87,
11030,Wohnungstür,die,Wohnungstüren,Wohnungstür,87,
11031,Favoritin,die,Favoritinnen,Favoritin,87,
11032,Fauna,die,Faunen,Fauna,87,
11033,Jagdhütte,die,Jagdhütten,Jagdhütte,87,
11034,Pressefreiheit,die,Pressefreiheiten,Pressefreiheit,87,
11035,Einzelhandel,der,-,Einzelhandels,87,
11036,Koloss,der,Kolosse,Kolosses,86,
11037,Stalking,das,-,Stalking,86,
11038,Bloch,der,Bloche,Blochs,86,
11039,Skin,der,Skins,Skins,86,
11040,Wasserski,der,-,Wasserskis,86,"EVET - iki farkli cinsiyeti var, kontrol et"
11041,Leerlauf,der,Leerläufe,Leerlaufes,86,
11042,Falafel,die,Falafeln,Falafel,86,
11043,Riechsalz,das,Riechsalze,Riechsalzes,86,
11044,Krippenspiel,das,Krippenspiele,Krippenspiels,86,
11045,Sukkubus,der,Sukkuben,Sukkubus,86,
11046,Selbstmordattentäter,der,Selbstmordattentäter,Selbstmordattentäters,86,
11047,Ziegenkäse,der,Ziegenkäse,Ziegenkäses,86,
11048,Wiederaufnahme,die,Wiederaufnahmen,Wiederaufnahme,86,
11049,Alarmsignal,das,Alarmsignale,Alarmsignals,86,
11050,Farbton,der,Farbtöne,Farbtones,86,
11051,Soiree,die,Soireen,Soiree,86,
11052,Verbrauch,der,Verbräuche,Verbrauchs,86,
11053,Fußmassage,die,Fußmassagen,Fußmassage,86,
11054,Fußabtreter,der,Fußabtreter,Fußabtreters,86,
11055,Showdown,der,Showdowns,Showdown,86,
11056,Treiber,der,Treiber,Treibers,86,
11057,Sicherheitsmaßnahme,die,Sicherheitsmaßnahmen,Sicherheitsmaßnahme,86,
11058,Junker,der,Junker,Junkers,86,
11059,Beschützerin,die,Beschützerinnen,Beschützerin,86,
11060,Müllschlucker,der,Müllschlucker,Müllschluckers,86,
11061,Pflegekind,das,Pflegekinder,Pflegekindes,86,
11062,Firmenwagen,der,-,Firmenwagens,86,
11063,Militärakademie,die,Militärakademien,Militärakademie,86,
11064,Sinnlichkeit,die,Sinnlichkeiten,Sinnlichkeit,86,
11065,Befürworter,der,Befürworter,Befürworters,86,
11066,Knallkopf,der,Knallköpfe,Knallkopfes,86,
11067,Effendi,der,Effendis,Effendis,86,
11068,Sachverhalt,der,Sachverhalte,Sachverhaltes,86,
11069,Tässchen,das,Tässchen,Tässchens,86,
11070,Paper,das,-,Papers,86,
11071,Hertz,das,-,Hertz,86,
11072,Gefallener,der,-,-,86,
11073,Darstellerin,die,Darstellerinnen,Darstellerin,86,
11074,Polyester,der,Polyester,Polyesters,86,
11075,Nobelpreisträger,der,Nobelpreisträger,Nobelpreisträgers,86,
11076,Apparatur,die,Apparaturen,Apparatur,86,
11077,Donkey,der,Donkeys,Donkeys,86,
11078,Geheimversteck,das,Geheimverstecke,Geheimverstecks,86,
11079,Strähnchen,das,Strähnchen,Strähnchens,86,
11080,Malware,die,-,Malware,86,
11081,Verkehrsmittel,das,Verkehrsmittel,Verkehrsmittels,86,
11082,Bimbo,der,Bimbos,Bimbos,86,
11083,Märtyrerin,die,Märtyrerinnen,Märtyrerin,86,
11084,Henkersmahlzeit,die,Henkersmahlzeiten,Henkersmahlzeit,86,
11085,Taschenuhr,die,Taschenuhren,Taschenuhr,86,
11086,Extraktion,die,Extraktionen,Extraktion,86,
11087,Wohlgefallen,das,-,Wohlgefallens,86,
11088,Privatisierung,die,Privatisierungen,Privatisierung,86,
11089,Ausguck,der,Ausgucke,Ausgucks,86,
11090,Seitenlinie,die,Seitenlinien,Seitenlinie,86,
11091,Pups,der,Pupse,Pupses,86,
11092,Frauengefängnis,das,Frauengefängnisse,Frauengefängnisses,86,
11093,Anleihe,die,Anleihen,Anleihe,86,
11094,Neurochirurg,der,Neurochirurgen,Neurochirurgen,86,
11095,Fidschi,der,-,Fidschi,86,"EVET - iki farkli cinsiyeti var, kontrol et"
11096,Bergarbeiter,der,Bergarbeiter,Bergarbeiters,86,
11097,Kriegsrat,der,Kriegsräte,Kriegsrates,86,
11098,Löwenherz,das,Löwenherzen,Löwenherzens,86,
11099,Promotion,die,Promotionen,Promotion,86,
11100,Putt,der,Putts,Putt,86,
11101,Techtelmechtel,das,Techtelmechtel,Techtelmechtels,86,
11102,Heuer,die,Heuern,Heuer,86,
11103,Verwundeter,der,-,-,86,
11104,Drugstore,der,Drugstores,Drugstores,86,
11105,Grabräuber,der,Grabräuber,Grabräubers,86,
11106,Händchenhalten,das,-,Händchenhaltens,86,
11107,Bezirksgericht,das,Bezirksgerichte,Bezirksgerichts,85,
11108,Bewusstlosigkeit,die,-,Bewusstlosigkeit,85,
11109,Lehnsherr,der,Lehnsherren,Lehnsherrn,85,
11110,Erdgas,das,Erdgase,Erdgases,85,
11111,Stack,der,Stacks,Stacks,85,
11112,Milchgesicht,das,Milchgesichter,Milchgesichts,85,
11113,Belt,der,Belte,Belts,85,
11114,Spanierin,die,Spanierinnen,Spanierin,85,
11115,Freiwild,das,-,Freiwilds,85,
11116,Taktgefühl,das,-,Taktgefühls,85,
11117,Krankenbett,das,Krankenbetten,Krankenbettes,85,
11118,Urheber,der,Urheber,Urhebers,85,
11119,Urenkel,der,Urenkel,Urenkels,85,
11120,Urteilsverkündung,die,Urteilsverkündungen,Urteilsverkündung,85,
11121,Blutlache,die,Blutlachen,Blutlache,85,
11122,Pulitzer-Preis,der,Pulitzer-Preise,Pulitzer-Preises,85,
11123,Musikbox,die,Musikboxen,Musikbox,85,
11124,Kompost,der,-,Kompostes,85,
11125,Täuschungsmanöver,das,Täuschungsmanöver,Täuschungsmanövers,85,
11126,Pfadfinderin,die,Pfadfinderinnen,Pfadfinderin,85,
11127,Beatmung,die,Beatmungen,Beatmung,85,
11128,Glitter,der,-,Glitters,85,
11129,Fez,der,Feze,Fezes,85,
11130,Perfektionist,der,Perfektionisten,Perfektionisten,85,
11131,Röntgenblick,der,Röntgenblicke,Röntgenblickes,85,
11132,Kollekte,die,Kollekten,Kollekte,85,
11133,Chatten,das,-,Chattens,85,
11134,Ressort,das,Ressorts,Ressorts,85,
11135,Trainingsanzug,der,Trainingsanzüge,Trainingsanzugs,85,
11136,Rivalin,die,Rivalinnen,Rivalin,85,
11137,Arbeitstier,das,Arbeitstiere,Arbeitstieres,85,
11138,Einäscherung,die,Einäscherungen,Einäscherung,85,
11139,Frühlingsrolle,die,Frühlingsrollen,Frühlingsrolle,85,
11140,Verleih,der,Verleihe,Verleihes,85,
11141,Rabbiner,der,Rabbiner,Rabbiners,85,
11142,Neon,das,-,Neons,85,
11143,Exorzist,der,Exorzisten,Exorzisten,85,
11144,Tarif,der,Tarife,Tarifs,85,
11145,Zephyr,der,Zephyre,Zephyrs,85,
11146,Grillparty,die,Grillpartys,Grillparty,85,
11147,Gefühlsduselei,die,Gefühlsduseleien,Gefühlsduselei,85,
11148,Kaue,die,Kauen,Kaue,85,
11149,Soap,die,Soaps,Soap,85,
11150,Ermutigung,die,Ermutigungen,Ermutigung,85,
11151,WM,die,-,WM,85,
11152,Wachablösung,die,Wachablösungen,Wachablösung,85,
11153,Hilflosigkeit,die,-,Hilflosigkeit,85,
11154,Wucher,der,-,Wuchers,85,
11155,Sanduhr,die,Sanduhren,Sanduhr,85,
11156,Drill,der,-,Drills,85,
11157,Geisterhaus,das,Geisterhäuser,Geisterhauses,85,
11158,Bäumchen,das,Bäumchen,Bäumchens,85,
11159,Bewacher,der,Bewacher,Bewachers,85,
11160,Industriegebiet,das,Industriegebiete,Industriegebietes,85,
11161,Bewaffnung,die,Bewaffnungen,Bewaffnung,85,
11162,Frühaufsteher,der,Frühaufsteher,Frühaufstehers,85,
11163,Wasserleitung,die,Wasserleitungen,Wasserleitung,85,
11164,Strafrecht,das,-,Strafrechtes,85,
11165,Nudelsuppe,die,Nudelsuppen,Nudelsuppe,85,
11166,Gummizelle,die,Gummizellen,Gummizelle,85,
11167,Plünderung,die,Plünderungen,Plünderung,85,
11168,Einfühlungsvermögen,das,-,Einfühlungsvermögens,85,
11169,Beinchen,das,Beinchen,Beinchens,85,
11170,Karosserie,die,Karosserien,Karosserie,85,
11171,Pianistin,die,Pianistinnen,Pianistin,85,
11172,Polente,die,-,Polente,85,
11173,Kor,das,Kor,Kors,85,
11174,Karosse,die,Karossen,Karosse,85,
11175,Belüftung,die,Belüftungen,Belüftung,84,
11176,Investigation,die,Investigationen,Investigation,84,
11177,Randal,der,Randale,Randals,84,
11178,Wagnis,das,Wagnisse,Wagnisses,84,
11179,Flugzeit,die,Flugzeiten,Flugzeit,84,
11180,Hausverwalter,der,Hausverwalter,Hausverwalters,84,
11181,Badewasser,das,-,Badewassers,84,
11182,Überholspur,die,Überholspuren,Überholspur,84,
11183,Enigma,das,-,Enigmas,84,
11184,Bordkarte,die,Bordkarten,Bordkarte,84,
11185,Lidschatten,der,-,Lidschattens,84,
11186,Äuglein,das,Äuglein,Äugleins,84,
11187,Freibrief,der,Freibriefe,Freibriefes,84,
11188,Generalmajor,der,Generalmajore,Generalmajors,84,
11189,Freigeist,der,Freigeister,Freigeists,84,
11190,Beendigung,die,Beendigungen,Beendigung,84,
11191,Generalschlüssel,der,Generalschlüssel,Generalschlüssels,84,
11192,Duce,der,-,Duces,84,
11193,Krapfen,der,Krapfen,Krapfens,84,
11194,Stalkerin,die,Stalkerinnen,Stalkerin,84,
11195,Feinschmecker,der,Feinschmecker,Feinschmeckers,84,
11196,Backenzahn,der,Backenzähne,Backenzahnes,84,
11197,Abo,das,Abos,Abos,84,
11198,Habicht,der,Habichte,Habichts,84,
11199,Unmenge,die,Unmengen,Unmenge,84,
11200,Potenz,die,Potenzen,Potenz,84,
11201,Fingerhut,der,Fingerhüte,Fingerhutes,84,
11202,Haushaltshilfe,die,Haushaltshilfen,Haushaltshilfe,84,
11203,Impotenz,die,Impotenzen,Impotenz,84,
11204,Grimasse,die,Grimassen,Grimasse,84,
11205,Tauber,der,Tauber,Taubers,84,"EVET - iki farkli cinsiyeti var, kontrol et"
11206,Ladenschluss,der,Ladenschlüsse,Ladenschlusses,84,
11207,Fernsehstar,der,Fernsehstars,Fernsehstars,84,
11208,Verleihung,die,Verleihungen,Verleihung,84,
11209,Mozzarella,der,Mozzarellas,Mozzarellas,84,
11210,Gehabe,das,-,Gehabes,84,
11211,Flow,der,Flows,Flows,84,
11212,Feldflasche,die,Feldflaschen,Feldflasche,84,
11213,Laderampe,die,Laderampen,Laderampe,84,
11214,Dust,der,-,Dusts,84,
11215,Genossenschaft,die,Genossenschaften,Genossenschaft,84,
11216,Bonsai,der,Bonsais,Bonsai,84,"EVET - iki farkli cinsiyeti var, kontrol et"
11217,Rettungssanitäter,der,Rettungssanitäter,Rettungssanitäters,84,
11218,Vorhaut,die,Vorhäute,Vorhaut,84,
11219,Ernsthaftigkeit,die,-,Ernsthaftigkeit,84,
11220,Masseuse,die,Masseusen,Masseuse,84,
11221,Memory,das,Memorys,Memorys,84,
11222,Spielerin,die,Spielerinnen,Spielerin,84,
11223,Behausung,die,Behausungen,Behausung,84,
11224,Sachbeschädigung,die,Sachbeschädigungen,Sachbeschädigung,84,
11225,Trigger,der,Trigger,Triggers,84,
11226,Mops,der,Möpse,Mopses,84,
11227,Rottweiler,der,Rottweiler,Rottweilers,84,
11228,Gesäß,das,Gesäße,Gesäßes,84,
11229,Scheffel,der,Scheffel,Scheffels,84,
11230,Gewäsch,das,-,Gewäschs,84,
11231,Wasserbett,das,Wasserbetten,Wasserbettes,84,
11232,Ebola,der,-,Ebola,84,
11233,Spülbecken,das,Spülbecken,Spülbeckens,84,
11234,Freibeuter,der,Freibeuter,Freibeuters,84,
11235,Peiniger,der,Peiniger,Peinigers,84,
11236,Darmspiegelung,die,Darmspiegelungen,Darmspiegelung,84,
11237,Muskat,der,Muskate,Muskats,84,
11238,Befreiungsfront,die,Befreiungsfronten,Befreiungsfront,84,
11239,Wels,der,Welse,Welses,84,
11240,Katzenklo,das,Katzenklos,Katzenklos,84,
11241,Notendurchschnitt,der,Notendurchschnitte,Notendurchschnittes,84,
11242,Mathelehrer,der,Mathelehrer,Mathelehrers,84,
11243,Sole,die,Solen,Sole,84,
11244,Voyeur,der,Voyeure,Voyeurs,84,
11245,Mutterzelle,die,Mutterzellen,Mutterzelle,84,
11246,Bilderbuch,das,Bilderbücher,Bilderbuches,84,
11247,Advokat,der,Advokaten,Advokaten,84,
11248,Zahlmeister,der,Zahlmeister,Zahlmeisters,84,
11249,Buff,der,Buffs,Buffs,84,
11250,Schneepflug,der,Schneepflüge,Schneepfluges,84,
11251,Verdrängung,die,Verdrängungen,Verdrängung,84,
11252,Alfalfa,die,Alfalfas,Alfalfa,84,
11253,Sojamilch,die,Sojamilchen,Sojamilch,84,
11254,Kiwi,der,Kiwis,Kiwis,84,"EVET - iki farkli cinsiyeti var, kontrol et"
11255,Aufschwung,der,Aufschwünge,Aufschwungs,84,
11256,Einband,der,Einbände,Einbands,84,
11257,Kindesmissbrauch,der,Kindesmissbräuche,Kindesmissbrauches,83,
11258,Support,der,Supporte,Supports,83,
11259,Superheldin,die,Superheldinnen,Superheldin,83,
11260,Pastis,der,Pastis,Pastis,83,
11261,Erschließen,das,-,Erschließens,83,
11262,Mafiaboss,der,Mafiabosse,Mafiabosses,83,
11263,Waldbrand,der,Waldbrände,Waldbrandes,83,
11264,Promoter,der,Promoter,Promoters,83,
11265,Prosa,die,-,Prosa,83,
11266,Freitagnacht,die,Freitagnächte,Freitagnacht,83,
11267,Iraker,der,Iraker,Irakers,83,
11268,Generalleutnant,der,-,Generalleutnants,83,
11269,Ester,der,Ester,Esters,83,
11270,Mittelschicht,die,Mittelschichten,Mittelschicht,83,
11271,Schmutzfink,der,Schmutzfinken,Schmutzfinken,83,
11272,Kompressor,der,Kompressoren,Kompressors,83,
11273,Deflektor,der,Deflektoren,Deflektors,83,
11274,Eindämmung,die,Eindämmungen,Eindämmung,83,
11275,Schlamperei,die,Schlampereien,Schlamperei,83,
11276,Lustmolch,der,Lustmolche,Lustmolchs,83,
11277,Beteiligte,die,-,-,83,
11278,Past,der,-,Past,83,
11279,Glockengeläut,das,Glockengeläute,Glockengeläuts,83,
11280,Räucherstäbchen,das,Räucherstäbchen,Räucherstäbchens,83,
11281,Deponie,die,Deponien,Deponie,83,
11282,Feminismus,der,Feminismen,Feminismus,83,
11283,Überheblichkeit,die,Überheblichkeiten,Überheblichkeit,83,
11284,Zufahrt,die,Zufahrten,Zufahrt,83,
11285,Schulleiterin,die,Schulleiterinnen,Schulleiterin,83,
11286,Psychotherapie,die,Psychotherapien,Psychotherapie,83,
11287,Tierquälerei,die,Tierquälereien,Tierquälerei,83,
11288,Aufteilung,die,Aufteilungen,Aufteilung,83,
11289,Kirsch,der,Kirsch,Kirsch,83,
11290,Begutachtung,die,Begutachtungen,Begutachtung,83,
11291,Buddhist,der,Buddhisten,Buddhisten,83,
11292,Eisprung,der,Eisprünge,Eisprunges,83,
11293,Verliererin,die,Verliererinnen,Verliererin,83,
11294,Camembert,der,Camemberts,Camemberts,83,
11295,Herzfehler,der,Herzfehler,Herzfehlers,83,
11296,Intro,das,Intros,Intros,83,
11297,Lolli,der,Lollis,Lollis,83,
11298,Satire,die,Satiren,Satire,83,
11299,Schlaftrunk,der,Schlaftrünke,Schlaftrunks,83,
11300,Krim,die,-,Krim,83,
11301,Sicherheitsprotokoll,das,Sicherheitsprotokolle,Sicherheitsprotokolls,83,
11302,Familienbetrieb,der,Familienbetriebe,Familienbetriebes,83,
11303,Aufputschmittel,das,Aufputschmittel,Aufputschmittels,83,
11304,Morgenrock,der,Morgenröcke,Morgenrocks,83,
11305,Jugendstrafanstalt,die,Jugendstrafanstalten,Jugendstrafanstalt,83,
11306,Latrine,die,Latrinen,Latrine,83,
11307,Ringkampf,der,Ringkämpfe,Ringkampfes,83,
11308,Gegenspieler,der,Gegenspieler,Gegenspielers,83,
11309,Aktivist,der,Aktivisten,Aktivisten,83,
11310,Pritsche,die,Pritschen,Pritsche,83,
11311,Einreise,die,Einreisen,Einreise,83,
11312,Praline,die,Pralinen,Praline,83,
11313,Tora,die,-,Tora,83,
11314,Strauch,der,Sträucher,Strauchs,83,
11315,Kardiologe,der,Kardiologen,Kardiologen,83,
11316,Hindu,der,-,Hindu,83,"EVET - iki farkli cinsiyeti var, kontrol et"
11317,Erhabenheit,die,Erhabenheiten,Erhabenheit,83,
11318,Möbelstück,das,Möbelstücke,Möbelstückes,83,
11319,Wasserpistole,die,Wasserpistolen,Wasserpistole,83,
11320,Hakenkreuz,das,Hakenkreuze,Hakenkreuzes,83,
11321,Kombüse,die,Kombüsen,Kombüse,83,
11322,Lebenswandel,der,-,Lebenswandels,83,
11323,Keramik,die,Keramiken,Keramik,83,
11324,Zuverlässigkeit,die,-,Zuverlässigkeit,83,
11325,Jamaikaner,der,Jamaikaner,Jamaikaners,83,
11326,Äquivalent,das,Äquivalente,Äquivalents,82,
11327,Interferenz,die,Interferenzen,Interferenz,82,
11328,Analsex,der,-,Analsex,82,
11329,Zubereitung,die,Zubereitungen,Zubereitung,82,
11330,Gourmet,der,Gourmets,Gourmets,82,
11331,Weihnachtslied,das,Weihnachtslieder,Weihnachtsliedes,82,
11332,Räuchern,das,-,Räucherns,82,
11333,Nullpunkt,der,Nullpunkte,Nullpunktes,82,
11334,Schieber,der,Schieber,Schiebers,82,
11335,Unterstand,der,Unterstände,Unterstands,82,
11336,Sprechchor,der,Sprechchöre,Sprechchors,82,
11337,Schaufensterpuppe,die,Schaufensterpuppen,Schaufensterpuppe,82,
11338,Edition,die,Editionen,Edition,82,
11339,Familienfeier,die,Familienfeiern,Familienfeier,82,
11340,Hüpfer,der,Hüpfer,Hüpfers,82,
11341,Grammophon,das,Grammophone,Grammophons,82,
11342,Volkswagen,der,Volkswagen,Volkswagens,82,
11343,Boa,die,Boas,Boa,82,
11344,Waldrand,der,Waldränder,Waldrandes,82,
11345,Konsortium,das,Konsortien,Konsortiums,82,
11346,Glasauge,das,Glasaugen,Glasauges,82,
11347,Kinofilm,der,Kinofilme,Kinofilmes,82,
11348,Dickicht,das,Dickichte,Dickichts,82,
11349,Organspender,der,Organspender,Organspenders,82,
11350,Dienstleistung,die,Dienstleistungen,Dienstleistung,82,
11351,Knacki,der,Knackis,Knackis,82,
11352,Einhaltung,die,Einhaltungen,Einhaltung,82,
11353,Stiefschwester,die,Stiefschwestern,Stiefschwester,82,
11354,Anforderung,die,Anforderungen,Anforderung,82,
11355,Spore,die,Sporen,Spore,82,
11356,Nordwind,der,Nordwinde,Nordwinds,82,
11357,Geheul,das,-,Geheules,82,
11358,Schlafrock,der,Schlafröcke,Schlafrocks,82,
